Rank,Institution,DOD R&D expenditures,Unnamed: 3,Computer sciences,Unnamed: 5,Environmental sciences,Unnamed: 7,Life sciences,Unnamed: 9,Mathematical sciences,Unnamed: 11,Physical sciences,Unnamed: 13,Psychology,Unnamed: 15,Social sciences,Unnamed: 17,"Sciences, nec",Unnamed: 19,Engineering,Unnamed: 21,All non-S&E fields,Unnamed: 23,shift
179.0,Naval War C.,2653.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2653.0,,0
180.0,U. New Hampshire,2641.0,,21.0,,613.0,,310.0,,23.0,,425.0,,0.0,,177.0,,0.0,,1072.0,,0.0,,0
181.0,U. Kentucky,2615.0,,0.0,,0.0,,1231.0,,31.0,,252.0,,6.0,,170.0,,0.0,,848.0,,77.0,,0
182.0,"CUNY, City C.",2612.0,,90.0,,0.0,,0.0,,28.0,,844.0,,0.0,,0.0,,0.0,,1650.0,,0.0,,0
183.0,U. Memphis,2557.0,,355.0,,0.0,,268.0,,90.0,,0.0,,937.0,,284.0,,0.0,,622.0,,1.0,,0
184.0,Georgia State U.,2515.0,,0.0,,0.0,,142.0,,15.0,,1922.0,,0.0,,0.0,,0.0,,0.0,,436.0,,0
185.0,Charles R. Drew U. of Medicine and Science,2499.0,,0.0,,0.0,,2499.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
186.0,Jackson State U.,2492.0,,147.0,,0.0,,50.0,,0.0,,336.0,,0.0,,0.0,,1058.0,,901.0,,0.0,,0
187.0,Portland State U.,2438.0,,156.0,,26.0,,0.0,,126.0,,0.0,,1048.0,,4.0,,133.0,,945.0,,0.0,,0
188.0,"U. Alabama, Tuscaloosa",2389.0,,106.0,,0.0,,229.0,,0.0,,301.0,,0.0,,0.0,,0.0,,1753.0,,0.0,,0
189.0,"U. Puerto Rico, Mayaguez",2342.0,,0.0,,0.0,,0.0,,2.0,,312.0,,0.0,,0.0,,0.0,,2028.0,,0.0,,0
190.0,"U. Montana, Missoula",2337.0,,0.0,,0.0,,521.0,,0.0,,143.0,,0.0,,1673.0,,0.0,,0.0,,0.0,,0
191.0,Illinois Institute of Technology,2323.0,,148.0,,0.0,,43.0,,234.0,,82.0,,0.0,,0.0,,0.0,,1766.0,,50.0,,0
192.0,U. Toledo,2320.0,,0.0,,23.0,,207.0,,0.0,,1254.0,,0.0,,0.0,,0.0,,836.0,,0.0,,0
193.0,Thomas Jefferson U.,2301.0,,0.0,,0.0,,2301.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
194.0,West Virginia U.,2275.0,,0.0,,0.0,,226.0,,143.0,,34.0,,0.0,,0.0,,0.0,,1814.0,,58.0,,0
195.0,U. Vermont,2184.0,,104.0,,0.0,,980.0,,136.0,,0.0,,0.0,,0.0,,0.0,,964.0,,0.0,,0
196.0,U. Colorado Colorado Springs,2157.0,,372.0,,141.0,,0.0,,0.0,,375.0,,113.0,,0.0,,27.0,,676.0,,453.0,,0
197.0,Cold Spring Harbor Laboratory,2110.0,,0.0,,0.0,,2110.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
198.0,Desert Research Institute,2096.0,,0.0,,522.0,,0.0,,0.0,,0.0,,0.0,,11.0,,777.0,,786.0,,0.0,,0
199.0,Tuskegee U.,2082.0,i,252.0,i,0.0,i,329.0,i,53.0,i,199.0,i,27.0,i,9.0,i,0.0,i,1188.0,i,25.0,i,0
200.0,"U. Nevada, Reno",1980.0,,686.0,,61.0,,873.0,,51.0,,148.0,,0.0,,0.0,,0.0,,120.0,,41.0,,0
201.0,"California Polytechnic State U., San Luis Obispo",1973.0,,0.0,,178.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1786.0,,9.0,,0
202.0,"U. California, Santa Cruz",1909.0,,0.0,,1284.0,,211.0,,39.0,,125.0,,0.0,,0.0,,0.0,,250.0,,0.0,,0
203.0,"SUNY, Upstate Medical U.",1868.0,,0.0,,0.0,,1868.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
204.0,"SUNY, Binghamton U.",1860.0,,81.0,,0.0,,83.0,,0.0,,361.0,,0.0,,0.0,,0.0,,1335.0,,0.0,,0
205.0,"Southern Illinois U., Carbondale",1757.0,,0.0,,0.0,,1621.0,,0.0,,0.0,,0.0,,0.0,,0.0,,136.0,,0.0,,0
206.0,Missouri U. of Science and Technology,1750.0,,132.0,,33.0,,0.0,,0.0,,28.0,,0.0,,0.0,,0.0,,1557.0,,0.0,,0
206.0,Norfolk State U.,1750.0,,10.0,,0.0,,35.0,,260.0,,260.0,,0.0,,0.0,,0.0,,1185.0,,0.0,,0
208.0,"U. Puerto Rico, Rio Piedras",1731.0,,0.0,,0.0,,0.0,,51.0,,1680.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
209.0,New Mexico Institute of Mining and Technology,1730.0,,0.0,,0.0,,0.0,,0.0,,277.0,,0.0,,0.0,,0.0,,1453.0,,0.0,,0
210.0,Marshall U.,1687.0,,0.0,,0.0,,111.0,,0.0,,600.0,,0.0,,0.0,,0.0,,976.0,,0.0,,0
211.0,"U. Massachusetts, Dartmouth",1670.0,,71.0,,159.0,,0.0,,106.0,,84.0,,0.0,,0.0,,0.0,,1250.0,,0.0,,0
212.0,U. Texas Pan American,1638.0,,117.0,,0.0,,0.0,,199.0,,604.0,,0.0,,32.0,,0.0,,686.0,,0.0,,0
213.0,Yeshiva U.,1626.0,,0.0,,0.0,,1626.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
214.0,Clarkson U.,1585.0,,40.0,,0.0,,110.0,,438.0,,0.0,,0.0,,0.0,,0.0,,997.0,,0.0,,0
215.0,"Indiana U.-Purdue U., Indianapolis",1544.0,,105.0,,135.0,,817.0,,0.0,,0.0,,0.0,,0.0,,0.0,,487.0,,0.0,,0
216.0,Georgia Regents U.,1478.0,,0.0,,0.0,,1478.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
216.0,New School,1478.0,,251.0,,0.0,,0.0,,0.0,,0.0,,1227.0,,0.0,,0.0,,0.0,,0.0,,0
218.0,Catholic U. of America,1466.0,,0.0,,0.0,,200.0,,0.0,,0.0,,1082.0,,0.0,,0.0,,184.0,,0.0,,0
219.0,Morehouse C.,1464.0,,0.0,,0.0,,338.0,,0.0,,0.0,,0.0,,0.0,,1126.0,,0.0,,0.0,,0
220.0,"U. Tennessee, Health Science Center",1457.0,,0.0,,0.0,,1385.0,,0.0,,0.0,,0.0,,0.0,,72.0,,0.0,,0.0,,0
221.0,Florida A&M U.,1401.0,,157.0,,62.0,,137.0,,0.0,,111.0,,0.0,,195.0,,0.0,,739.0,,0.0,,0
222.0,"Loyola U., Chicago",1359.0,,0.0,,0.0,,1359.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
223.0,U. Oregon,1342.0,,28.0,,0.0,,275.0,,0.0,,454.0,,378.0,,207.0,,0.0,,0.0,,0.0,,0
224.0,Florida Atlantic U.,1339.0,,98.0,,0.0,,384.0,,21.0,,177.0,,0.0,,0.0,,0.0,,659.0,,0.0,,0
225.0,Oakland U.,1323.0,,10.0,,0.0,,0.0,,0.0,,408.0,,0.0,,0.0,,0.0,,905.0,,0.0,,0
226.0,U. Guam,1320.0,,0.0,,668.0,,643.0,,0.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0
227.0,"California State U., Northridge",1312.0,,0.0,,0.0,,0.0,,263.0,,745.0,,0.0,,42.0,,0.0,,262.0,,0.0,,0
228.0,Louisiana Tech U.,1278.0,,1063.0,,0.0,,0.0,,0.0,,15.0,,0.0,,0.0,,0.0,,84.0,,116.0,,0
229.0,Rush U.,1272.0,,0.0,,0.0,,1272.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
230.0,U. New Orleans,1268.0,,218.0,,0.0,,0.0,,0.0,,545.0,,0.0,,0.0,,0.0,,297.0,,208.0,,0
231.0,U. Wyoming,1239.0,,0.0,,0.0,,2.0,,0.0,,12.0,,0.0,,342.0,,0.0,,883.0,,0.0,,0
232.0,Xavier U. Louisiana,1203.0,,148.0,,0.0,,609.0,,38.0,,386.0,,0.0,,0.0,,0.0,,22.0,,0.0,,0
233.0,Hampton U.,1148.0,,0.0,,348.0,,34.0,,8.0,,590.0,,0.0,,21.0,,0.0,,147.0,,0.0,,0
234.0,Northern Illinois U.,1098.0,,0.0,,0.0,,366.0,,0.0,,95.0,,311.0,,0.0,,0.0,,203.0,,123.0,,0
235.0,"U. Missouri, Kansas City",1083.0,,91.0,,0.0,,268.0,,0.0,,724.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
236.0,"U. California, Merced",1073.0,,0.0,,0.0,,0.0,,0.0,,918.0,,0.0,,0.0,,0.0,,119.0,,36.0,,0
237.0,Tennessee State U.,1046.0,,8.0,,0.0,,1.0,,0.0,,41.0,,0.0,,0.0,,0.0,,944.0,,52.0,,0
238.0,U. Tulsa,1035.0,,976.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,59.0,,0.0,,0
239.0,"Palmer C. of Chiropractic, Davenport",1000.0,,0.0,,0.0,,1000.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
240.0,"U. Nebraska, Omaha",983.0,,725.0,,0.0,,80.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,178.0,,0
241.0,"U. Arkansas, Fayetteville",976.0,,0.0,,0.0,,22.0,,0.0,,360.0,,44.0,,0.0,,0.0,,550.0,,0.0,,0
242.0,North Dakota State U.,949.0,,0.0,,0.0,,56.0,,17.0,,871.0,,0.0,,0.0,,0.0,,5.0,,0.0,,0
243.0,Ohio U.,945.0,,0.0,,0.0,,0.0,,0.0,,461.0,,0.0,,0.0,,0.0,,484.0,,0.0,,0
244.0,Northwest Indian C.,941.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,328.0,i,0.0,i,0.0,i,613.0,i,0
245.0,Montana Tech of U. Montana,937.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,937.0,,0.0,,0
246.0,"SUNY, Downstate Medical Center",931.0,,0.0,,0.0,,931.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
247.0,Clark Atlanta U.,926.0,,91.0,,0.0,,11.0,,0.0,,824.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
248.0,"Southern U. and A&M C., Baton Rouge",891.0,,0.0,,376.0,,0.0,,0.0,,67.0,,0.0,,0.0,,0.0,,448.0,,0.0,,0
249.0,U. South Alabama,875.0,,0.0,,0.0,,722.0,,0.0,,0.0,,0.0,,0.0,,0.0,,153.0,,0.0,,0
250.0,Cleveland State U.,866.0,,0.0,,0.0,,534.0,,83.0,,0.0,,0.0,,0.0,,0.0,,249.0,,0.0,,0
250.0,U. Maine,866.0,,0.0,,130.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,736.0,,0.0,,0
252.0,Bowling Green State U.,854.0,,0.0,,0.0,,143.0,,0.0,,650.0,,61.0,,0.0,,0.0,,0.0,,0.0,,0
253.0,Wichita State U.,849.0,,0.0,,0.0,,0.0,,0.0,,0.0,,612.0,,0.0,,0.0,,237.0,,0.0,,0
254.0,East Carolina U.,843.0,,0.0,,42.0,,385.0,,17.0,,237.0,,0.0,,0.0,,0.0,,15.0,,147.0,,0
255.0,"CUNY, Queens C.",840.0,,656.0,,0.0,,0.0,,0.0,,184.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
256.0,Brandeis U.,826.0,,450.0,,0.0,,291.0,,6.0,,0.0,,0.0,,79.0,,0.0,,0.0,,0.0,,0
257.0,Chapman U.,815.0,,0.0,,0.0,,209.0,,0.0,,538.0,,0.0,,0.0,,0.0,,0.0,,68.0,,0
258.0,Villanova U.,810.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,801.0,,9.0,,0
259.0,Wheeling Jesuit U.,808.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,808.0,,0
260.0,"CUNY, system office",797.0,,797.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
261.0,U. Wisconsin-Milwaukee,791.0,,0.0,,0.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,782.0,,0.0,,0
262.0,Central State U.,782.0,,0.0,,25.0,,0.0,,0.0,,0.0,,0.0,,0.0,,700.0,,57.0,,0.0,,0
263.0,Boise State U.,777.0,,0.0,,99.0,,187.0,,0.0,,0.0,,0.0,,0.0,,0.0,,491.0,,0.0,,0
263.0,North Carolina Central U.,777.0,,0.0,,13.0,,156.0,,0.0,,605.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0
265.0,Delaware State U.,774.0,,0.0,,0.0,,0.0,,645.0,,129.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
266.0,Idaho State U.,735.0,,0.0,,0.0,,0.0,,0.0,,735.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
267.0,"U. Louisiana, Lafayette",734.0,,114.0,,0.0,,40.0,,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,,558.0,,0
268.0,"U. Tennessee, Chattanooga",726.0,,0.0,,0.0,,23.0,,0.0,,22.0,,0.0,,0.0,,0.0,,681.0,,0.0,,0
269.0,Creighton U.,712.0,i,209.0,i,0.0,i,272.0,i,44.0,i,164.0,i,0.0,i,17.0,i,0.0,i,0.0,i,6.0,i,0
270.0,Nova Southeastern U.,695.0,,0.0,,0.0,,614.0,,0.0,,0.0,,81.0,,0.0,,0.0,,0.0,,0.0,,0
271.0,Texas A&M U.-Corpus Christi,659.0,,0.0,,148.0,,297.0,,0.0,,0.0,,0.0,,0.0,,0.0,,214.0,,0.0,,0
271.0,U. West Florida,659.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,659.0,,0
273.0,"U. Michigan, Dearborn",657.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,657.0,,0.0,,0
273.0,"U. North Carolina, Wilmington",657.0,,0.0,,96.0,,476.0,,0.0,,0.0,,0.0,,25.0,,0.0,,16.0,,44.0,,0
275.0,Texas State U.,650.0,,129.0,,0.0,,24.0,,0.0,,174.0,,0.0,,0.0,,0.0,,323.0,,0.0,,0
275.0,U. Southern Maine,650.0,i,59.0,i,37.0,i,146.0,i,8.0,i,63.0,i,7.0,i,10.0,i,0.0,i,314.0,i,6.0,i,0
277.0,Dillard U.,647.0,,0.0,,0.0,,0.0,,0.0,,647.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
278.0,"U. Massachusetts, Boston",623.0,,0.0,,42.0,,0.0,,0.0,,295.0,,0.0,,0.0,,0.0,,205.0,,81.0,,0
279.0,"Rutgers, State U. New Jersey, Newark",621.0,,0.0,,376.0,,200.0,,45.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
280.0,"Texas Tech U., Health Sciences Center",616.0,,0.0,,0.0,,616.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
281.0,"U. Minnesota, Duluth",613.0,,0.0,,58.0,,286.0,,86.0,,0.0,,0.0,,0.0,,0.0,,183.0,,0.0,,0
282.0,"Louisiana State U., Health Sciences Center – New Orleans",601.0,,0.0,,0.0,,601.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
283.0,Saint Louis U.,565.0,,0.0,,0.0,,520.0,,0.0,,0.0,,0.0,,0.0,,0.0,,41.0,,4.0,,0
284.0,Miami U.,537.0,,0.0,,39.0,,237.0,,0.0,,0.0,,0.0,,0.0,,0.0,,261.0,,0.0,,0
285.0,Fisk U.,531.0,i,0.0,i,0.0,i,0.0,i,0.0,i,531.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0
286.0,Fayetteville State U.,524.0,,0.0,,0.0,,146.0,,0.0,,298.0,,0.0,,0.0,,0.0,,0.0,,80.0,,0
287.0,Tennessee Technological U.,500.0,,0.0,,0.0,,78.0,,0.0,,0.0,,0.0,,0.0,,0.0,,422.0,,0.0,,0
288.0,Marquette U.,495.0,,0.0,,0.0,,0.0,,96.0,,1.0,,0.0,,0.0,,0.0,,398.0,,0.0,,0
289.0,"U. Puerto Rico, Medical Sciences Campus",490.0,,0.0,,0.0,,490.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
290.0,Baylor U.,478.0,,0.0,,0.0,,251.0,,11.0,,12.0,,0.0,,0.0,,0.0,,204.0,,0.0,,0
291.0,"California State U., Fullerton",459.0,,0.0,,0.0,,407.0,,0.0,,0.0,,0.0,,0.0,,0.0,,52.0,,0.0,,0
292.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,455.0,,0.0,,0.0,,266.0,,10.0,,0.0,,0.0,,0.0,,0.0,,179.0,,0.0,,0
293.0,"U. Hawaii, Hilo",450.0,,0.0,,0.0,,223.0,,0.0,,0.0,,197.0,,0.0,,30.0,,0.0,,0.0,,0
294.0,Kent State U.,449.0,,0.0,,0.0,,23.0,,0.0,,244.0,,0.0,,35.0,,0.0,,147.0,,0.0,,0
295.0,Lawrence Technological U.,441.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,441.0,,0.0,,0
296.0,Rosalind Franklin U. of Medicine and Science,427.0,,0.0,,0.0,,427.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
297.0,U. of the Incarnate Word,388.0,,0.0,,0.0,,152.0,,0.0,,0.0,,0.0,,0.0,,0.0,,236.0,,0.0,,0
298.0,Meharry Medical C.,382.0,,0.0,,0.0,,382.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
299.0,U. South Dakota,376.0,,0.0,,0.0,,376.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
300.0,Albany Medical C.,374.0,,0.0,,0.0,,374.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
300.0,"CUNY, Hunter C.",374.0,,0.0,,5.0,,0.0,,0.0,,369.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
302.0,Claremont Graduate U.,363.0,i,0.0,i,0.0,i,281.0,i,45.0,i,0.0,i,23.0,i,12.0,i,0.0,i,0.0,i,2.0,i,0
303.0,Alfred U.,362.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,362.0,,0.0,,0
304.0,Prairie View A&M U.,356.0,,0.0,,0.0,,0.0,,0.0,,65.0,,0.0,,0.0,,0.0,,291.0,,0.0,,0
304.0,Sam Houston State U.,356.0,,0.0,,0.0,,11.0,,28.0,,317.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
306.0,U. Arkansas for Medical Sciences,352.0,,0.0,,0.0,,352.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
307.0,South Dakota State U.,351.0,,0.0,,0.0,,75.0,,0.0,,272.0,,0.0,,0.0,,0.0,,4.0,,0.0,,0
308.0,"U. Arkansas, Little Rock",349.0,,176.0,,0.0,,0.0,,0.0,,173.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
309.0,U. Denver,342.0,,0.0,,0.0,,0.0,,0.0,,66.0,,159.0,,0.0,,0.0,,56.0,,61.0,,0
310.0,"California State U., Bakersfield",341.0,,341.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
311.0,Embry-Riddle Aeronautical U.,339.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,339.0,,0.0,,0
312.0,"U. North Carolina, general administration",337.0,,67.0,,0.0,,67.0,,0.0,,68.0,,0.0,,0.0,,0.0,,135.0,,0.0,,0
313.0,Pace U.,328.0,,328.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
314.0,San Francisco State U.,326.0,,0.0,,97.0,,4.0,,37.0,,56.0,,100.0,,0.0,,0.0,,32.0,,0.0,,0
315.0,West Virginia State U.,322.0,,0.0,,32.0,,82.0,,0.0,,208.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
316.0,St. Cloud State U.,317.0,,0.0,,190.0,,0.0,,0.0,,102.0,,0.0,,0.0,,25.0,,0.0,,0.0,,0
317.0,"Arkansas State U., Jonesboro",310.0,,0.0,,0.0,,310.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
318.0,"U. Texas, Brownsville",308.0,,0.0,,0.0,,2.0,,0.0,,306.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
319.0,Commonwealth Medical C.,299.0,,0.0,,0.0,,299.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
319.0,Van Andel Institute,299.0,i,0.0,,0.0,,299.0,i,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
321.0,Georgia Southern U.,294.0,,0.0,,15.0,,123.0,,18.0,,138.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
322.0,"Rutgers, State U. New Jersey, Camden",278.0,,0.0,,0.0,,200.0,,0.0,,78.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
323.0,Montclair State U.,275.0,,0.0,,0.0,,0.0,,0.0,,251.0,,24.0,,0.0,,0.0,,0.0,,0.0,,0
324.0,Bowie State U.,266.0,,266.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
325.0,"Louisiana State U., Health Sciences Center - Shreveport",264.0,,0.0,,0.0,,264.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
325.0,San Jose State U.,264.0,,0.0,,264.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
327.0,"Columbia U., Teachers C.",259.0,,0.0,,0.0,,259.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
328.0,Texas Southern U.,256.0,,0.0,,0.0,,0.0,,0.0,,256.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
328.0,U. Wisconsin-Stevens Point,256.0,i,28.0,i,17.0,i,65.0,i,4.0,i,30.0,i,3.0,i,5.0,i,0.0,i,102.0,i,2.0,i,0
330.0,Central Michigan U.,255.0,,0.0,,0.0,,22.0,,0.0,,131.0,,0.0,,0.0,,0.0,,0.0,,102.0,,0
330.0,U. Hartford,255.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,255.0,,0.0,,0
332.0,American U.,250.0,,0.0,,0.0,,0.0,,126.0,,0.0,,0.0,,124.0,,0.0,,0.0,,0.0,,0
333.0,Alcorn State U.,248.0,,0.0,,0.0,,192.0,,56.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
334.0,"California State U., Los Angeles",245.0,,0.0,,0.0,,43.0,,0.0,,69.0,,0.0,,0.0,,0.0,,133.0,,0.0,,0
335.0,Morehouse School of Medicine,240.0,,0.0,,0.0,,240.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
336.0,"California State U., Fresno",228.0,,0.0,,0.0,,228.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
337.0,"U. North Carolina, Greensboro",221.0,,30.0,,0.0,,125.0,,19.0,,47.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
338.0,Albany State U.,219.0,,0.0,,0.0,,106.0,,0.0,,113.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
338.0,Bryn Mawr C.,219.0,,202.0,,0.0,,0.0,,17.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
338.0,Grambling State U.,219.0,,0.0,,0.0,,0.0,,0.0,,219.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
341.0,Alabama State U.,211.0,,0.0,,0.0,,211.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
342.0,Haverford C.,208.0,,0.0,,0.0,,0.0,,0.0,,208.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
343.0,Illinois State U.,202.0,,0.0,,0.0,,0.0,,78.0,,124.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
344.0,West Chester U. Pennsylvania,193.0,,0.0,,0.0,,156.0,,7.0,,30.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
345.0,Virginia State U.,191.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,191.0,,0.0,,0
346.0,A. T. Still U.,190.0,,0.0,,0.0,,190.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
347.0,Benedict C.,189.0,,0.0,,0.0,,0.0,,0.0,,118.0,,0.0,,0.0,,0.0,,71.0,,0.0,,0
348.0,"California State Polytechnic U., Pomona",184.0,,0.0,,184.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
349.0,U. Northern Iowa,183.0,,0.0,,0.0,,0.0,,0.0,,183.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
350.0,Towson U.,182.0,,179.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
350.0,"U. Maryland, Center for Environmental Science",182.0,,0.0,,182.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
350.0,U. of the District of Columbia,182.0,,0.0,,0.0,,182.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
353.0,Ball State U.,174.0,,14.0,,0.0,,53.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,107.0,,0
354.0,"U. North Texas, Health Science Center",173.0,,0.0,,0.0,,173.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
355.0,Wesleyan U.,171.0,,0.0,,0.0,,0.0,,37.0,,134.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
356.0,Eastern Michigan U.,170.0,,0.0,,0.0,,0.0,,0.0,,16.0,,0.0,,154.0,,0.0,,0.0,,0.0,,0
356.0,New York Institute of Technology,170.0,,162.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,,0.0,,0
358.0,Western U. of Health Sciences,166.0,,0.0,,0.0,,166.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
359.0,Saginaw Valley State U.,160.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,160.0,,0.0,,0
360.0,"California State U., San Bernardino",151.0,,0.0,,0.0,,0.0,,80.0,,71.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
361.0,Southern Connecticut State U.,150.0,i,26.0,i,16.0,i,66.0,i,3.0,i,29.0,i,3.0,i,4.0,i,0.0,i,0.0,i,3.0,i,0
362.0,U. Wisconsin-Green Bay,142.0,i,11.0,i,0.0,i,6.0,i,2.0,i,14.0,i,2.0,i,4.0,i,0.0,i,98.0,i,5.0,i,0
363.0,U. Wisconsin-Oshkosh,139.0,i,13.0,i,7.0,i,33.0,i,2.0,i,12.0,i,1.0,i,1.0,i,0.0,i,70.0,i,0.0,i,0
364.0,Fordham U.,137.0,,137.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
365.0,U. San Diego,135.0,,0.0,,0.0,,13.0,,26.0,,96.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
366.0,Eastern Washington U.,134.0,,0.0,,0.0,,134.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
