Rank,Institution,Total,Federally financed,2012,Unnamed: 5,2013,Unnamed: 7,2014,Unnamed: 9,2015,Unnamed: 11,2012.1,Unnamed: 13,2013.1,Unnamed: 15,2014.1,Unnamed: 17,2015.1,Unnamed: 19,shift
247.0,"California State U., San Marcos",3635,i,3632,,3070,i,2101.0,,2664,i,2666,,2228,,1492.0,,,,0
248.0,Lehigh U.,1359,,2101,,2095,,2091.0,,844,,1339,,1304,,1043.0,,,,0
249.0,Smith C.,1376,,1471,,1389,,2058.0,,1054,,1117,,901,,1101.0,,,,0
249.0,"U. Missouri, Saint Louis",2926,,2474,,2526,,2058.0,,2155,,1800,,1626,,1102.0,,,,0
251.0,U. Akron,1930,,1794,,2086,,2042.0,,1086,,869,,789,,797.0,,,,0
252.0,Fordham U.,1520,,1952,,2393,,2021.0,,613,,945,,1044,,729.0,,,,0
253.0,"U. Missouri, Kansas City",3652,,2489,,3361,,2008.0,,3292,,2220,,1339,,788.0,,,,0
254.0,"California State U., Northridge",2047,,1877,,2280,,2002.0,,1300,,1114,,1468,,1312.0,,,,0
255.0,U. Southern Maine,1290,,1503,,1458,i,2001.0,i,1065,,1213,,1160,i,790.0,i,,,0
256.0,U. of the Virgin Islands,18112,i,16755,i,2554,i,1974.0,,17316,i,15627,,2554,i,1974.0,,,,0
257.0,U. Texas Pan American,1150,,1254,,1928,,1929.0,,837,,1000,,1723,,1741.0,,,,0
258.0,"U. Massachusetts, Lowell",1999,,1470,,1837,,1896.0,,1064,,901,,1134,,856.0,,,,0
259.0,"Touro U., Vallejo",532,,419,,2097,,1888.0,,0,,0,,404,,114.0,,,,0
260.0,"U. Massachusetts, Dartmouth",938,,1503,,2219,,1886.0,,457,,621,,639,,603.0,,,,0
261.0,Commonwealth Medical C.,2649,,2574,,2209,,1872.0,,756,,468,,360,,116.0,,,,0
262.0,Oakland U.,1945,,1414,,2087,,1819.0,,878,,725,,1168,,969.0,,,,0
263.0,Georgia Southern U.,1182,,1412,,2207,,1793.0,,707,,609,,803,,416.0,,,,0
264.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,741,,988,,1455,,1780.0,,436,,642,,1010,,1084.0,,,,0
265.0,"CUNY, Brooklyn C.",2118,,1926,,1642,,1751.0,,1779,,1563,,1156,,1375.0,,,,0
266.0,Southern Methodist U.,1144,,1213,,1273,,1716.0,,967,,830,,805,,1061.0,,,,0
267.0,Michigan Technological U.,2379,,1822,,1463,,1693.0,,802,,641,,373,,735.0,,,,0
268.0,Rowan U.,13,,0,,1487,,1672.0,,0,,0,,1363,,941.0,,,,0
269.0,Murray State U.,1741,,1394,,1448,,1670.0,,749,,436,,395,,501.0,,,,0
270.0,Albany C. of Pharmacy and Health Sciences,2639,,2633,,2201,,1643.0,,1182,,1329,,840,,895.0,,,,0
271.0,West Virginia State U.,1186,,965,,1362,,1633.0,,1034,,793,,1230,,1297.0,,,,0
272.0,"U. Texas, Tyler",474,,648,,117,,1583.0,,241,,402,,15,,71.0,,,,0
273.0,"U. Puerto Rico, Mayaguez",2114,,1934,,1707,,1578.0,,1024,,672,,586,,739.0,,,,0
274.0,U. Wisconsin-Milwaukee,2744,,2046,,1795,,1542.0,,2043,,1511,,1281,,880.0,,,,0
275.0,Marquette U.,1100,,1557,,1657,,1515.0,,779,,981,,1133,,1121.0,,,,0
276.0,Illinois State U.,1282,,1626,,1379,,1509.0,,1064,,1382,,1192,,1406.0,,,,0
277.0,"U. North Carolina, Charlotte",1820,,1905,,1623,,1497.0,,1408,,1651,,1474,,1258.0,,,,0
278.0,San Jose State U.,1565,,1719,,1552,,1487.0,,505,,807,,737,,763.0,,,,0
278.0,Western U. of Health Sciences,2026,,1737,,1883,,1487.0,,1004,,903,,1226,,713.0,,,,0
280.0,"Rutgers, State U. New Jersey, Camden",577,,1204,,1536,,1460.0,,501,,1007,,1264,,1400.0,,,,0
281.0,Texas Southern U.,2118,,290,,706,,1453.0,,2118,,246,,669,,1440.0,,,,0
282.0,Reed C.,664,,1195,,1134,,1449.0,,350,,319,,386,,860.0,,,,0
283.0,Keck Graduate Institute,1920,,2357,,2097,,1429.0,,1671,,1227,,1267,,937.0,,,,0
284.0,Villanova U.,1228,i,672,i,1596,,1428.0,,983,i,550,,892,,795.0,,,,0
285.0,Bates C.,437,,942,,358,,1424.0,,338,,315,,310,,1300.0,,,,0
286.0,American U.,416,,1406,,1723,,1416.0,,99,,855,,476,,687.0,,,,0
287.0,Appalachian State U.,1931,,1429,,1459,,1410.0,,864,,602,,299,,418.0,,,,0
288.0,Bowdoin C.,1698,,1542,,1380,,1349.0,,997,,1057,,1017,,1047.0,,,,0
289.0,"U. Minnesota, Duluth",2090,,1894,,1556,,1346.0,,1521,,1224,,962,,851.0,,,,0
290.0,Montclair State U.,1796,,1454,,1552,,1341.0,,1301,,945,,558,,739.0,,,,0
291.0,Humboldt State U.,1817,,1084,,1210,,1331.0,,922,,403,,271,,155.0,,,,0
292.0,MGH Institute of Health Professions,ne,,ne,,ne,,1300.0,,ne,,ne,,ne,,1300.0,,,,0
292.0,Xavier U. Louisiana,1255,,1247,,1104,,1300.0,,884,,688,,695,,1126.0,,,,0
294.0,Calvin C.,469,,727,,1324,,1269.0,i,110,,203,,678,,626.0,i,,,0
295.0,Saint Michael's C.,ne,,1013,,1073,,1259.0,,ne,,863,,906,,989.0,,,,0
296.0,Salus U.,1337,,1368,,1190,,1257.0,,1086,,1032,,1044,,1198.0,,,,0
297.0,Sul Ross State U.,640,,1138,,1431,,1253.0,,315,,493,,273,,260.0,,,,0
298.0,"California State U., Fresno",1271,,812,,1308,,1212.0,,1104,,722,,1092,,1066.0,,,,0
299.0,Wellesley C.,827,,1269,,1576,,1206.0,,787,,1267,,1569,,1198.0,,,,0
300.0,U. New Orleans,1210,,1428,,1627,,1184.0,,498,,523,,642,,378.0,,,,0
301.0,Texas A&M U.-Kingsville,892,,768,,671,,1127.0,,622,,407,,443,,834.0,,,,0
302.0,Wake Forest U.,1513,,1018,,1222,,1117.0,,1275,,889,,1060,,1025.0,,,,0
303.0,Southern Connecticut State U.,0,i,161,i,656,i,1099.0,i,0,i,0,,12,,355.0,i,,,0
304.0,"California State U., Long Beach",2461,i,2316,,1650,,1092.0,,1974,i,1880,,1370,,766.0,,,,0
305.0,"U. Texas, Brownsville",1049,,1220,,1402,,1091.0,,902,,922,,661,,412.0,,,,0
306.0,Western Kentucky U.,1357,,1182,,1208,,1089.0,,779,,513,,559,,659.0,,,,0
307.0,Mount Holyoke C.,507,,536,,643,,1088.0,,45,,123,,545,,682.0,,,,0
308.0,Eastern Kentucky U.,437,,702,,1028,,1063.0,,309,,504,,779,,766.0,,,,0
309.0,"California State Polytechnic U., Pomona",2326,,2694,i,1962,,1052.0,,1369,,1407,,756,,141.0,,,,0
310.0,Alcorn State U.,1759,,1616,,1294,,1047.0,,1377,,1169,,1086,,718.0,,,,0
311.0,Bryn Mawr C.,755,,643,,907,,1042.0,,127,,262,,130,,326.0,,,,0
312.0,"U. Alabama, Huntsville",1344,,1538,,1200,,1037.0,,1063,,870,,660,,443.0,,,,0
313.0,Florida Gulf Coast U.,850,,880,,738,,1010.0,,568,,574,,593,,843.0,,,,0
314.0,"California State U., Fullerton",1201,,1966,,1389,,999.0,,928,,1682,,1281,,869.0,,,,0
315.0,Norwich U.,674,,751,,507,,991.0,,549,,586,,420,,928.0,,,,0
316.0,"California State U., San Bernardino",1025,,1644,,940,,983.0,,413,,271,,379,,360.0,,,,0
317.0,Franklin and Marshall C.,844,,1025,,637,,976.0,,257,,178,,190,,375.0,,,,0
318.0,"St. John's U., Manhattan",306,,1105,,936,,959.0,,180,,452,,385,,556.0,,,,0
319.0,Davidson C.,453,,600,,640,,942.0,,166,,412,,520,,773.0,,,,0
320.0,U. West Florida,1481,,1171,,1077,,937.0,,447,,281,,252,,273.0,,,,0
321.0,U. Denver,1989,,1559,,1394,,936.0,,1432,,1143,,1006,,617.0,,,,0
322.0,"California State U., Stanislaus",1277,,864,,535,,924.0,,832,,499,,274,,150.0,,,,0
323.0,U. del Este,550,,750,,1091,,899.0,,550,,505,,587,,517.0,,,,0
324.0,"California Polytechnic State U., San Luis Obispo",701,,1138,,1036,,892.0,,87,,455,,184,,130.0,,,,0
325.0,Pomona C.,684,,826,,427,,887.0,,580,,556,,80,,187.0,,,,0
326.0,Connecticut C.,585,,607,,1015,,869.0,,364,,238,,238,,318.0,,,,0
327.0,Clark U.,606,,546,,735,,866.0,,475,,538,,492,,493.0,,,,0
328.0,Ball State U.,708,,477,,733,,864.0,,410,,189,,334,,501.0,,,,0
329.0,Tennessee State U.,859,,1189,,1230,,858.0,,771,,1184,,1176,,813.0,,,,0
330.0,Providence C.,ne,,656,,ne,,836.0,,ne,,650,,ne,,782.0,,,,0
331.0,Fisk U.,0,,663,i,900,,830.0,i,0,,663,i,900,,830.0,i,,,0
332.0,Worcester Polytechnic Institute,871,,1295,,562,,827.0,,301,,305,,245,,468.0,,,,0
333.0,Indiana State U.,1207,,747,,796,,825.0,,749,,412,,437,,492.0,,,,0
334.0,"U. Arkansas, Little Rock",1149,,1085,,1224,,822.0,,972,,777,,955,,682.0,,,,0
335.0,U. Dayton,1140,,987,,953,,808.0,,914,,771,,892,,656.0,,,,0
336.0,"California State U., Los Angeles",1144,,1428,,1233,,806.0,,1074,,1398,,1233,,805.0,,,,0
336.0,"California State U., Sacramento",131,,1491,,1014,,806.0,,21,,992,,232,,166.0,,,,0
338.0,Lewis and Clark C.,606,,577,,1237,,793.0,,482,,529,,753,,316.0,,,,0
339.0,U. Wisconsin-La Crosse,1028,,915,,860,,777.0,,942,,652,,574,,590.0,,,,0
340.0,Haverford C.,997,i,784,i,1109,i,776.0,i,585,,495,,591,,363.0,,,,0
341.0,Jackson State U.,2840,,1746,,1213,,773.0,,2478,,1370,,1035,,623.0,,,,0
342.0,Rhode Island C.,415,,416,,455,,753.0,,415,,351,,399,,334.0,,,,0
343.0,Austin Peay State U.,672,,684,,807,,748.0,,103,,81,,140,,219.0,,,,0
344.0,U. Guam,414,,276,,479,,741.0,,317,,192,,371,,604.0,,,,0
345.0,Seton Hall U.,634,,641,,688,,736.0,,634,,641,,688,,736.0,,,,0
345.0,"U. Tennessee, Chattanooga",260,,194,,243,,736.0,,99,,117,,166,,570.0,,,,0
347.0,Tougaloo C.,510,,1195,,728,,732.0,,510,,1195,,728,,732.0,,,,0
348.0,"U. Nebraska, Omaha",586,,778,,696,,731.0,,486,,514,,401,,381.0,,,,0
349.0,Clarkson U.,836,,488,,577,,730.0,,343,,300,,261,,341.0,,,,0
350.0,U. of the Sciences Philadelphia,221,,320,,438,,710.0,,173,,206,,348,,398.0,,,,0
351.0,Morgan State U.,714,,872,,641,,704.0,,714,,870,,590,,652.0,,,,0
352.0,Black Hills State U.,1021,,1091,,570,,701.0,,753,,738,,405,,449.0,,,,0
352.0,U. Detroit Mercy,65,,ne,,10,,701.0,,45,,ne,,6,,596.0,,,,0
354.0,"CUNY, Queens C.",908,,902,,596,,697.0,,624,,726,,510,,554.0,,,,0
355.0,Texas Woman's U.,1513,,959,,664,,696.0,,1010,,525,,361,,263.0,,,,0
356.0,"CUNY, Medgar Evers C.",321,,213,,380,,673.0,,209,,213,,242,,471.0,,,,0
357.0,Northern Illinois U.,1106,,1017,,784,i,668.0,,582,,498,,452,,484.0,,,,0
358.0,U. Central Arkansas,885,,631,,742,,665.0,,750,,478,,482,,480.0,,,,0
359.0,U. Wisconsin-Stevens Point,996,,432,,435,i,663.0,i,581,,240,,233,i,342.0,i,,,0
360.0,Grand Valley State U.,221,i,274,,495,,658.0,,194,i,243,,352,,446.0,,,,0
361.0,Nicholls State U.,1668,,818,,755,,657.0,,1249,,542,,293,,104.0,,,,0
362.0,Middlebury C.,689,,512,,479,,644.0,,687,,507,,472,,641.0,,,,0
363.0,Bucknell U.,845,,690,,753,,635.0,,344,,230,,272,,193.0,,,,0
364.0,Oberlin C.,251,,258,,408,,633.0,,222,,210,,316,,611.0,,,,0
365.0,Wichita State U.,1992,,2803,,1455,,629.0,,1805,,2446,,1115,,423.0,,,,0
366.0,Northern Kentucky U.,760,,641,,701,,627.0,,527,,480,,531,,386.0,,,,0
367.0,James Madison U.,478,,448,,560,,623.0,,365,,428,,498,,548.0,,,,0
367.0,Occidental C.,777,,603,,1237,,623.0,,435,,297,,691,,279.0,,,,0
369.0,Western Carolina U.,553,,482,,613,,618.0,,442,,192,,347,,296.0,,,,0
370.0,U. Northern Colorado,569,,603,,633,,617.0,,375,,369,,403,,368.0,,,,0
371.0,Vassar C.,175,,175,,136,,615.0,i,175,,175,,136,,261.0,,,,0
372.0,"Augustana C., Sioux Falls",648,,687,,440,,600.0,,583,,531,,269,,505.0,,,,0
373.0,Colgate U.,990,,673,,497,,597.0,,366,,401,,291,,256.0,,,,0
374.0,Willamette U.,1164,,491,,251,,582.0,,645,,173,,80,,346.0,,,,0
375.0,Southeastern Louisiana U.,765,,739,,518,,575.0,,418,,398,,307,,338.0,,,,0
376.0,Bowling Green State U.,597,,1298,,1162,,572.0,,550,,1066,,904,,347.0,,,,0
377.0,Grinnell C.,472,,414,,664,,552.0,,139,,124,,313,,419.0,,,,0
378.0,U. of the District of Columbia,820,,598,,224,,551.0,,820,,598,,224,,551.0,,,,0
379.0,Amherst C.,797,i,891,,819,,543.0,,350,i,357,,377,,330.0,,,,0
380.0,Middle Tennessee State U.,454,,390,,545,,539.0,,286,,144,,330,,484.0,,,,0
381.0,Colby C.,357,,423,,393,,534.0,,192,,219,,219,,420.0,,,,0
382.0,U.S. Air Force Academy,641,,27,,1026,i,526.0,,623,,3,,254,,325.0,,,,0
383.0,North Carolina Agricultural and Technical State U.,1729,,1446,,756,,521.0,,1634,,1293,,539,,379.0,,,,0
384.0,Christopher Newport U.,587,,513,,531,,513.0,,508,,449,,471,,475.0,,,,0
385.0,Shaw U.,1609,i,ne,,1247,i,510.0,i,1586,i,ne,,1000,,403.0,i,,,0
386.0,"U. North Carolina, general administration",ne,,ne,,ne,,508.0,,ne,,ne,,ne,,67.0,,,,0
387.0,Fairfield U.,475,i,459,,459,,498.0,,72,i,67,,64,,150.0,,,,0
388.0,Western Washington U.,358,,593,,428,,497.0,,187,,287,,351,,355.0,,,,0
389.0,Barnard C.,366,,453,,457,,496.0,,330,,437,,381,,282.0,,,,0
390.0,"U. Nebraska, Kearney",776,,875,,858,,490.0,,663,,754,,558,,327.0,,,,0
391.0,Claflin U.,3605,,1612,,976,,487.0,,3538,,1594,,878,,452.0,,,,0
392.0,"Indiana U.-Purdue U., Fort Wayne",324,,252,,355,,483.0,,89,,31,,76,,114.0,,,,0
393.0,Kennesaw State U.,980,i,1128,,834,,479.0,,879,i,991,,674,,448.0,,,,0
394.0,"U. Maryland, Center for Environmental Science",0,,0,,0,,478.0,,0,,0,,0,,478.0,,,,0
395.0,Swarthmore C.,747,,842,,745,,474.0,,223,,351,,210,,300.0,,,,0
396.0,Hawaii Pacific U.,344,,290,,693,,471.0,,284,,250,,521,,398.0,,,,0
397.0,Towson U.,635,,590,,732,,466.0,,518,,519,,650,,262.0,,,,0
398.0,St. Cloud State U.,885,,481,,442,,462.0,,92,,105,,235,,254.0,,,,0
399.0,U. Richmond,326,,500,,702,,458.0,,261,,367,,397,,194.0,,,,0
400.0,Desert Research Institute,1342,,911,,855,,457.0,,1220,,852,,805,,161.0,,,,0
400.0,Louisiana Tech U.,353,,327,,454,,457.0,,15,,20,,60,,93.0,,,,0
402.0,"U. Maryland, Eastern Shore",754,,200,,0,,455.0,,754,,200,,0,,455.0,,,,0
403.0,Sam Houston State U.,234,,359,,675,,449.0,,128,,155,,196,,251.0,,,,0
404.0,Chapman U.,867,,292,,384,,448.0,,419,,242,,131,,373.0,,,,0
405.0,Carleton C.,535,,540,,567,,444.0,,303,,336,,426,,166.0,,,,0
406.0,Plymouth State U.,535,,577,,463,,442.0,,535,,557,,431,,425.0,,,,0
407.0,Montana Tech of U. Montana,470,,286,,311,,427.0,,274,,213,,177,,318.0,,,,0
408.0,U. Central Oklahoma,301,,226,,205,,424.0,,211,,152,,194,,424.0,,,,0
409.0,Gonzaga U.,569,,507,,478,,419.0,,205,,234,,90,,80.0,,,,0
410.0,Eastern Washington U.,532,,21,,20,,417.0,,369,,0,,15,,417.0,,,,0
411.0,Pace U.,541,,229,,441,,416.0,,530,,188,,262,,256.0,,,,0
412.0,"Lincoln U., Jefferson City",507,,353,,424,,415.0,,507,,353,,424,,415.0,,,,0
413.0,Loyola Marymount U.,367,,134,,293,,414.0,,134,,42,,117,,166.0,,,,0
414.0,Williams C.,540,,265,,398,,410.0,,359,,131,,110,,261.0,,,,0
415.0,U. Tulsa,416,,587,,324,,405.0,,259,,269,,142,,217.0,,,,0
416.0,Hope C.,122,,439,,635,,403.0,,81,,305,,623,,344.0,,,,0
417.0,Lake Superior State U.,ne,,ne,,ne,,402.0,,ne,,ne,,ne,,43.0,,,,0
418.0,"California State U., Bakersfield",353,,180,,282,,401.0,,205,,128,,166,,255.0,,,,0
419.0,Hampton U.,217,,129,,141,,394.0,,217,,129,,141,,394.0,,,,0
420.0,U. Wisconsin-Oshkosh,1159,,1052,i,199,i,379.0,i,723,,591,i,136,i,177.0,i,,,0
421.0,U. of the Pacific,473,,599,,354,,373.0,,229,,230,,234,,263.0,,,,0
422.0,Azusa Pacific U.,272,i,ne,,ne,,371.0,,3,i,ne,,ne,,0.0,,,,0
423.0,Winthrop U.,504,,541,,533,,368.0,,335,,341,,276,,91.0,,,,0
424.0,"SUNY, Buffalo State",429,,429,,363,,364.0,,372,,290,,114,,31.0,,,,0
425.0,Morehead State U.,441,,513,,510,,362.0,,262,,309,,303,,244.0,,,,0
426.0,Rochester Institute of Technology,752,,492,,344,,348.0,,510,,188,,106,,128.0,,,,0
427.0,"Oklahoma State U., Center for Health Sciences",42,,44,,26,,347.0,,32,,34,,10,,213.0,,,,0
428.0,Gallaudet U.,674,,644,,484,,337.0,,612,,563,,406,,262.0,,,,0
429.0,Hofstra U.,647,,295,,607,,336.0,,610,,273,,569,,294.0,,,,0
429.0,Seattle U.,18,,ne,,24,,336.0,,18,,ne,,0,,143.0,,,,0
431.0,U. South Alabama,406,,197,,355,,332.0,,67,,30,,135,,192.0,,,,0
432.0,U. North Florida,724,,566,,503,,330.0,,380,,280,,273,,157.0,,,,0
432.0,Western Illinois U.,306,,293,,277,,330.0,,180,,183,,191,,231.0,,,,0
434.0,Trinity U.,84,,1016,,446,,328.0,,47,,888,,269,,116.0,,,,0
435.0,New Mexico Institute of Mining and Technology,375,,499,i,264,,323.0,,373,,499,,14,,323.0,,,,0
436.0,Sonoma State U.,ne,,455,,390,,320.0,,ne,,430,,353,,294.0,,,,0
437.0,Central Washington U.,490,,215,,184,,306.0,,311,,90,,59,,37.0,,,,0
438.0,West Chester U. Pennsylvania,757,,360,,245,,305.0,,353,,191,,150,,240.0,,,,0
439.0,"California State U., Channel Islands",ne,,673,,657,,304.0,,ne,,0,,65,,31.0,,,,0
440.0,Tennessee Technological U.,438,,340,,244,,296.0,,334,,248,,153,,145.0,,,,0
441.0,Santa Clara U.,486,,561,,840,,293.0,,475,,488,,772,,288.0,,,,0
442.0,Philadelphia C. of Osteopathic Medicine,1636,,380,,200,,288.0,,674,,238,,62,,150.0,,,,0
443.0,Barry U.,1349,,1677,,1160,,283.0,,1317,,1645,,1130,,269.0,,,,0
444.0,Salisbury U.,368,,247,,400,,281.0,,67,,69,,110,,69.0,,,,0
445.0,Rider U.,289,,337,i,301,i,276.0,,283,,243,,194,,167.0,,,,0
446.0,DePaul U.,237,,252,,314,,273.0,,200,,208,,206,,91.0,,,,0
447.0,"CUNY, Advanced Science Research Center",na,,na,,na,,270.0,,na,,na,,na,,187.0,,,,0
448.0,U. Colorado Colorado Springs,74,,83,,150,,257.0,,52,,64,,146,,203.0,,,,0
449.0,Savannah State U.,165,,208,,338,,256.0,,59,,115,,265,,256.0,,,,0
449.0,U. Wisconsin-Green Bay,240,i,244,i,250,i,256.0,i,123,i,114,i,105,i,97.0,i,,,0
451.0,"SUNY, C. Brockport",235,,372,,173,,254.0,,235,,186,,132,,136.0,,,,0
452.0,St. Olaf C.,599,,290,,265,,249.0,,528,,212,,159,,177.0,,,,0
453.0,C. Wooster,285,,ne,,257,,247.0,i,76,,ne,,93,,86.0,i,,,0
454.0,Macalester C.,357,,232,,218,,242.0,,278,,176,,107,,96.0,,,,0
455.0,Albany State U.,52,,127,,176,,239.0,,50,,127,,176,,239.0,,,,0
456.0,Eastern Michigan U.,624,,566,,264,,236.0,,510,,443,,193,,187.0,,,,0
457.0,Sewanee: U. of the South,169,,ne,,249,,235.0,,69,,ne,,71,,61.0,,,,0
458.0,Colorado C.,195,,0,,183,,231.0,,69,,0,,98,,133.0,,,,0
459.0,Washington and Lee U.,ne,,97,,ne,,227.0,,ne,,87,,ne,,196.0,,,,0
460.0,Stephen F. Austin State U.,521,,285,,99,,225.0,,214,,114,,0,,17.0,,,,0
461.0,Saint Joseph's U.,860,,394,,174,,222.0,,380,,99,,8,,0.0,,,,0
462.0,"CUNY, C. Staten Island",1416,,1010,i,1066,,219.0,,251,,196,,254,,135.0,,,,0
462.0,Texas A&M International U.,373,,194,,344,,219.0,,346,,164,,167,,156.0,,,,0
462.0,U. San Francisco,0,,64,,138,,219.0,,0,,64,,138,,219.0,,,,0
465.0,"U. South Carolina, Beaufort",ne,,ne,,ne,,214.0,,ne,,ne,,ne,,102.0,,,,0
466.0,Pepperdine U.,586,i,252,i,219,,209.0,,201,,122,,92,,101.0,,,,0
466.0,"U. Louisiana, Monroe",1335,,687,,273,,209.0,,847,,245,,247,,174.0,,,,0
468.0,"CUNY, Lehman C.",1160,,852,,489,,208.0,,959,,615,,374,,152.0,,,,0
468.0,Texas Christian U.,142,,57,,105,,208.0,,15,,24,,4,,80.0,,,,0
470.0,Missouri State U.,578,,42,,317,,206.0,,509,,13,,0,,55.0,,,,0
471.0,"California State U., Dominguez Hills",752,,467,,274,i,205.0,,752,,467,,274,i,205.0,,,,0
472.0,"U. Minnesota, Morris",ne,,71,,238,,204.0,,ne,,49,,114,,125.0,,,,0
473.0,"CUNY, John Jay C. of Criminal Justice",231,,209,,40,,200.0,,160,,166,,10,,157.0,,,,0
473.0,Spelman C.,857,,271,,162,,200.0,,857,,271,,162,,200.0,,,,0
473.0,"Trinity C., Hartford",312,,226,,326,,200.0,,280,,213,,285,,185.0,,,,0
476.0,Tarleton State U.,59,,124,,11,,197.0,,0,,0,,0,,0.0,,,,0
476.0,Texas A&M U.-Commerce,170,,122,,126,,197.0,,98,,75,,116,,156.0,,,,0
478.0,Siena C.,215,,149,,319,,193.0,,215,,112,,262,,141.0,,,,0
479.0,Quinnipiac U.,183,i,204,i,ne,,191.0,i,105,i,107,i,ne,,103.0,i,,,0
480.0,Prairie View A&M U.,0,,16,,58,,189.0,,0,,0,,46,,164.0,,,,0
481.0,U. West Georgia,113,,176,,147,,185.0,,71,,76,,51,,100.0,,,,0
482.0,Keene State C.,202,i,147,,164,,178.0,,198,i,144,,164,,178.0,,,,0
483.0,U. del Turabo,31,,35,,161,,170.0,,31,,35,,42,,9.0,,,,0
484.0,Harvey Mudd C.,277,,412,,99,,167.0,,202,,222,,25,,66.0,,,,0
485.0,Furman U.,240,,266,,131,,153.0,,156,,226,,98,,117.0,,,,0
485.0,Mercyhurst U.,134,,33,,98,,153.0,,0,,0,,0,,0.0,,,,0
485.0,Pittsburg State U.,175,,161,,219,,153.0,,154,,158,,201,,124.0,,,,0
488.0,U. Houston-Clear Lake,398,,362,,270,,152.0,,273,,332,,245,,100.0,,,,0
488.0,U. of the Incarnate Word,ne,,ne,,ne,,152.0,,ne,,ne,,ne,,152.0,,,,0
490.0,Bowie State U.,1136,,374,,604,,149.0,,1136,,374,,604,,149.0,,,,0
491.0,"Southern Illinois U., Edwardsville",122,,51,,136,,146.0,,21,,1,,23,,27.0,,,,0
492.0,U. San Diego,84,,63,,106,,145.0,,1,,20,,75,,122.0,,,,0
493.0,Dickinson C.,212,,172,,84,,144.0,,171,,108,,45,,111.0,,,,0
494.0,"California State U., Chico",217,,334,,140,,140.0,,187,,253,,107,,100.0,,,,0
495.0,Roger Williams U.,616,,107,,149,,134.0,,616,,107,,149,,96.0,,,,0
495.0,"SUNY, Farmingdale State C.",0,,0,,0,,134.0,,0,,0,,0,,134.0,,,,0
497.0,Dillard U.,0,,0,,0,,133.0,,0,,0,,0,,72.0,,,,0
498.0,U. Northern Iowa,116,,65,,124,,130.0,,42,,17,,25,,40.0,,,,0
499.0,"SUNY, Geneseo",113,,179,,269,,128.0,,66,,124,,104,,68.0,,,,0
500.0,Youngstown State U.,45,,69,,48,,126.0,,12,,51,,41,,8.0,,,,0
501.0,"Southern U. and A&M C., Baton Rouge",317,,106,,112,,125.0,,147,,106,,112,,125.0,,,,0
501.0,Stevens Institute of Technology,68,,54,,46,,125.0,,68,,54,,46,,125.0,,,,0
503.0,Benedict C.,272,,112,,128,,124.0,,272,,112,,128,,124.0,,,,0
503.0,La Sierra U.,ne,,ne,,108,,124.0,,ne,,ne,,0,,45.0,,,,0
505.0,Bradley U.,221,,112,,154,,121.0,,205,,83,,59,,57.0,,,,0
505.0,Lafayette C.,274,,166,,110,,121.0,,261,,157,,110,,114.0,,,,0
507.0,Norfolk State U.,167,,288,,389,,120.0,,167,,177,,296,,94.0,,,,0
508.0,U. Wisconsin-Platteville,ne,,ne,,47,i,119.0,i,ne,,ne,,26,i,31.0,i,,,0
508.0,"Union C., Schenectady",203,,216,,164,,119.0,,145,,161,,118,,54.0,,,,0
510.0,Doane C.,447,,ne,,479,,118.0,,377,,ne,,396,,72.0,,,,0
511.0,Central Connecticut State U.,196,,195,,214,,115.0,,129,,135,,142,,52.0,,,,0
512.0,Elon U.,107,i,138,i,104,,106.0,,51,,69,,0,,25.0,,,,0
513.0,Morehouse C.,185,,249,,84,,103.0,,185,,249,,84,,103.0,,,,0
513.0,"U. South Carolina, Aiken",ne,,0,,83,i,103.0,,ne,,0,,0,i,0.0,,,,0
515.0,Lamar U.,9,,64,,17,,101.0,,0,,50,,17,,31.0,,,,0
516.0,Naval Postgraduate School,0,,0,,182,,95.0,,0,,0,,182,,95.0,,,,0
517.0,Fayetteville State U.,0,,0,,92,,92.0,,0,,0,,92,,92.0,,,,0
518.0,"Indiana U., South Bend",311,,175,,202,,91.0,,0,,138,,106,,47.0,,,,0
519.0,Alaska Pacific U.,ne,,ne,,ne,,90.0,,ne,,ne,,ne,,90.0,,,,0
520.0,McNeese State U.,100,,78,,75,,88.0,,0,,0,,4,,0.0,,,,0
520.0,"U. Illinois, Springfield",108,,27,,49,,88.0,,106,,15,,39,,48.0,,,,0
522.0,Pacific U.,0,,30,,34,i,87.0,,0,,0,,0,,14.0,,,,0
522.0,Valparaiso U.,102,,39,,42,,87.0,,57,,34,,34,,70.0,,,,0
524.0,Mills C.,162,,298,,132,,86.0,,162,,222,,50,,0.0,,,,0
525.0,C. of Saint Benedict,ne,,134,,169,,84.0,,ne,,0,,0,,0.0,,,,0
526.0,Augsburg C.,83,,0,,ne,,80.0,,0,,0,,ne,,74.0,,,,0
527.0,"Saint John's U., Collegeville",ne,,149,,167,,78.0,,ne,,0,,0,,0.0,,,,0
528.0,"U. Michigan, Dearborn",53,,35,,205,,76.0,,0,,8,,33,,6.0,,,,0
529.0,"Pennsylvania State U., Behrend",55,,72,,82,,75.0,,0,,33,,35,,38.0,,,,0
530.0,"Purdue U., Calumet",411,,276,,297,,73.0,,217,,116,,165,,23.0,,,,0
531.0,Jacksonville State U.,ne,,ne,,ne,,71.0,,ne,,ne,,ne,,0.0,,,,0
