Rank,Institution,All R&D expenditures,Unnamed: 3,Environmental sciences,Unnamed: 5,Life sciences,Unnamed: 7,Math and computer sciences,Unnamed: 9,Physical sciences,Unnamed: 11,Psychology,Unnamed: 13,Social sciences,Unnamed: 15,"Sciences, nec",Unnamed: 17,Engineering,Unnamed: 19,All non-S&E fields,Unnamed: 21
286.0,Texas Woman's U.,593,,0,,489,,0,,28,,1,,0,,66,,0,,9,
287.0,Claremont Graduate U.,570,i,0,i,469,i,3,i,0,i,9,i,31,i,0,i,0,i,58,i
288.0,"Oklahoma State U., Stillwater",569,,0,,356,,7,,38,,20,,0,,0,,147,,1,
289.0,Utah State U.,566,,0,,264,,0,,1,,212,,40,,0,,46,,3,
290.0,"U. North Carolina, Wilmington",558,,60,,221,,2,,31,,13,,95,,0,,0,,136,
291.0,Dickinson C.,557,,44,,22,,0,,16,,4,,110,,0,,0,,361,
292.0,U. New Haven,556,,33,,37,,0,,0,,0,,18,,0,,218,,250,
293.0,U. North Dakota,549,,0,,221,,0,,41,,1,,0,,0,,259,,27,
294.0,Clarkson U.,543,,0,,148,,7,,19,,0,,0,,0,,365,,4,
295.0,North Carolina Agricultural and Technical State U.,542,,0,,303,,10,,0,,0,,0,,0,,223,,6,
296.0,Wheeling Jesuit U.,536,,0,,108,,0,,0,,0,,0,,0,,0,,428,
297.0,Loma Linda U.,535,,0,,535,,0,,0,,0,,0,,0,,0,,0,
298.0,Meharry Medical C.,534,,0,,534,,0,,0,,0,,0,,0,,0,,0,
298.0,U. Southern Maine,534,i,23,i,301,i,15,i,29,i,8,i,25,i,0,i,90,i,43,i
300.0,Colorado C.,533,,85,,0,,0,,53,,0,,1,,0,,0,,394,
301.0,Stevens Institute of Technology,531,,14,,0,,0,,0,,0,,0,,0,,517,,0,
302.0,Kettering U.,524,,0,,10,,0,,15,,0,,0,,0,,160,,339,
303.0,"CUNY, system office",519,,0,,0,,0,,0,,0,,0,,0,,0,,519,
304.0,Trinity U.,518,,16,,5,,2,,209,,3,,54,,0,,5,,224,
305.0,Lamar U.,510,,10,,17,,0,,99,,0,,0,,0,,383,,1,
306.0,Albany Medical C.,508,,0,,508,,0,,0,,0,,0,,0,,0,,0,
306.0,Nova Southeastern U.,508,,424,,73,,0,,0,,10,,0,,0,,0,,1,
308.0,"U. Alaska, Anchorage",505,,0,,303,,0,,0,,0,,107,,16,,52,,27,
309.0,Creighton U.,504,,0,i,391,i,12,i,26,i,0,i,25,i,0,i,0,i,50,i
310.0,Appalachian State U.,503,,88,,142,,0,,36,,0,,25,,41,,0,,171,
311.0,Western Washington U.,499,,44,,30,,6,,100,,186,,10,,9,,17,,97,
312.0,U. Baltimore,486,,26,,0,,0,,0,,0,,305,,0,,0,,155,
313.0,Central Michigan U.,479,,20,,294,,4,,35,,53,,2,,0,,0,,71,
313.0,U. Central Oklahoma,479,,0,,0,,0,,0,,0,,0,,0,,0,,479,
315.0,"California State U., Fresno",477,,22,,455,,0,,0,,0,,0,,0,,0,,0,
316.0,Mercyhurst U.,473,,0,,138,,0,,0,,0,,150,,0,,0,,185,
317.0,Willamette U.,467,,0,,55,,302,,91,,0,,19,,0,,0,,0,
318.0,Haverford C.,466,,25,i,166,i,8,i,55,i,14,i,50,i,0,i,0,i,148,i
318.0,Western Kentucky U.,466,,60,,42,,0,,313,,38,,13,,0,,0,,0,
320.0,Desert Research Institute,457,,294,,23,,0,,0,,0,,0,,140,,0,,0,
321.0,Villanova U.,451,,14,,158,,27,,40,,7,,0,,0,,198,,7,
322.0,"Texas Tech U., Health Sciences Center, El Paso",441,,0,,424,,0,,0,,0,,0,,0,,0,,17,
323.0,Salisbury U.,432,,26,,174,,5,,31,,2,,49,,0,,0,,145,
324.0,U. San Diego,428,,0,,23,,0,,49,,0,,136,,0,,0,,220,
325.0,Pepperdine U.,425,,0,,1,,0,,0,,23,,197,,0,,0,,204,
325.0,"U. Illinois, Springfield",425,,0,,22,,0,,0,,0,,403,,0,,0,,0,
327.0,"Southern Illinois U., Edwardsville",423,,0,,46,,0,,0,,26,,7,,0,,9,,335,
328.0,Charles R. Drew U. of Medicine and Science,416,,0,,416,,0,,0,,0,,0,,0,,0,,0,
328.0,Sewanee: U. of the South,416,,42,,26,,0,,27,,274,,29,,0,,0,,18,
330.0,Harvey Mudd C.,410,,0,,16,,231,,68,,0,,0,,45,,48,,2,
330.0,"U. Texas, Permian Basin",410,,6,,0,,0,,20,,2,,0,,1,,181,,200,
332.0,U. New England,409,,4,,310,,0,,9,,0,,0,,0,,0,,86,
333.0,Worcester Polytechnic Institute,406,,0,,0,,75,,56,,0,,0,,0,,268,,7,
334.0,"U. Minnesota, Duluth",399,,331,,7,,0,,23,,0,,0,,0,,38,,0,
335.0,U. Wisconsin-Stevens Point,395,i,17,i,222,i,11,i,22,i,6,i,18,i,0,i,67,i,32,i
336.0,"SUNY, Binghamton U.",388,,0,,44,,29,,6,,119,,79,,0,,71,,40,
337.0,Suffolk U.,387,,0,,9,,0,,0,,0,,307,,0,,0,,71,
337.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,387,,0,,153,,8,,0,,0,,14,,0,,116,,96,
339.0,Florida Institute of Technology,386,,0,,0,,0,,161,,0,,0,,59,,166,,0,
340.0,U. South Alabama,385,,0,,260,,24,,41,,3,,57,,0,,0,,0,
341.0,Emerson C.,384,,0,,30,,0,,0,,0,,14,,0,,0,,340,
342.0,Lawrence Technological U.,381,,0,,0,,0,,161,,0,,0,,0,,220,,0,
343.0,Bowdoin C.,376,,0,,104,,11,,41,,0,,149,,0,,0,,71,
343.0,U. Wisconsin-Oshkosh,376,i,16,i,212,i,12,i,21,i,5,i,18,i,0,i,63,i,29,i
345.0,Tarleton State U.,375,,307,,15,,0,,0,,0,,0,,0,,35,,18,
345.0,"U. Alabama, Tuscaloosa",375,,0,,31,,5,,96,,17,,52,,0,,128,,46,
345.0,"U. Washington, Tacoma",375,,17,,82,,0,,0,,0,,0,,0,,0,,276,
348.0,Bucknell U.,374,,39,,107,,36,,0,,0,,43,,43,,11,,95,
349.0,Plymouth State U.,372,,18,,0,,0,,0,,0,,138,,0,,0,,216,
350.0,"Trinity C., Hartford",371,,0,,0,,0,,0,,0,,21,,0,,0,,350,
351.0,Niagara U.,368,,0,,16,,0,,47,,0,,19,,0,,0,,286,
352.0,Miami U.,361,,69,,4,,18,,0,,12,,114,,0,,2,,142,
353.0,Towson U.,352,,0,,81,,71,,89,,106,,0,,0,,0,,5,
354.0,U. of the Pacific,340,,0,,122,,0,,2,,0,,5,,0,,0,,211,
355.0,Philadelphia C. of Osteopathic Medicine,333,,0,,333,,0,,0,,0,,0,,0,,0,,0,
356.0,Pace U.,329,,0,,0,,34,,171,,0,,0,,0,,0,,124,
357.0,Occidental C.,325,,72,,107,,0,,28,,0,,0,,0,,0,,118,
357.0,Wesleyan U.,325,,9,,96,,1,,36,,5,,166,,0,,0,,12,
359.0,Rhode Island C.,323,,0,,0,,0,,0,,71,,3,,0,,0,,249,
360.0,"CUNY, John Jay C. of Criminal Justice",316,,0,,0,,0,,6,,45,,31,,0,,0,,234,
361.0,La Sierra U.,314,,0,,0,,0,,0,,0,,0,,0,,0,,314,
362.0,Santa Clara U.,313,,1,,0,,3,,6,,11,,26,,0,,263,,3,
363.0,Oakland U.,309,,0,,177,,10,,71,,0,,0,,0,,11,,40,
364.0,Oregon Institute of Technology,308,,63,,0,,0,,0,,0,,0,,0,,231,,14,
365.0,C. Wooster,304,i,26,i,57,i,15,i,101,i,21,i,23,i,0,i,0,i,61,i
366.0,Saint Joseph's U.,302,,0,,27,,0,,62,,23,,0,,0,,0,,190,
367.0,Saginaw Valley State U.,301,,200,,12,,1,,9,,0,,0,,20,,23,,36,
368.0,U. Colorado Colorado Springs,297,,42,,8,,7,,87,,16,,0,,31,,15,,91,
369.0,U. Tulsa,295,,0,,18,,1,,0,,64,,71,,0,,132,,9,
370.0,"CUNY, Queens C.",292,,92,,0,,47,,93,,58,,0,,0,,0,,2,
371.0,Erikson Institute,289,,0,,0,,0,,0,,0,,0,,0,,0,,289,
372.0,Barnard C.,269,,2,,73,,5,,41,,109,,2,,0,,0,,37,
373.0,Texas A&M U.-Commerce,266,,0,,63,,59,,57,,0,,0,,0,,0,,87,
374.0,Swarthmore C.,264,,0,,32,,4,,51,,0,,56,,1,,58,,62,
375.0,Skidmore C.,260,,19,,189,,0,,4,,48,,0,,0,,0,,0,
376.0,Ball State U.,258,,3,,41,,26,,22,,0,,36,,0,,3,,127,
377.0,Texas Southern U.,253,,0,,12,,0,,0,,0,,0,,0,,3,,238,
378.0,"U. Nevada, Las Vegas",244,,52,,46,,4,,23,,15,,11,,0,,74,,19,
378.0,Xavier U. Louisiana,244,,0,,178,,17,,49,,0,,0,,0,,0,,0,
380.0,Bowling Green State U.,243,,2,,3,,5,,15,,119,,58,,0,,0,,41,
381.0,"Touro U., Vallejo",239,,0,,239,,0,,0,,0,,0,,0,,0,,0,
382.0,"Indiana U.-Purdue U., Fort Wayne",235,,20,,115,,6,,0,,0,,11,,0,,11,,72,
382.0,"Purdue U., Calumet",235,,0,,0,,25,,0,,0,,124,,0,,24,,62,
384.0,"Indiana U., South Bend",229,,0,,24,,0,,0,,205,,0,,0,,0,,0,
385.0,Catholic U. of America,228,,0,,0,,0,,45,,0,,93,,0,,11,,79,
385.0,U. Richmond,228,,0,,89,,0,,98,,26,,3,,0,,0,,12,
387.0,"California State U., Fullerton",224,,6,,61,,0,,60,,1,,17,,0,,0,,79,
388.0,Western Carolina U.,221,,0,,215,,6,,0,,0,,0,,0,,0,,0,
389.0,Furman U.,217,,0,,15,,7,,59,,31,,1,,0,,0,,104,
390.0,"Wheaton C., Wheaton",216,,17,,0,,0,,0,,82,,11,,0,,0,,106,
391.0,"U. Michigan, Dearborn",214,,0,,25,,0,,3,,0,,41,,0,,123,,22,
392.0,Grinnell C.,213,,0,,13,,12,,21,,87,,21,,0,,0,,59,
393.0,"U. Puerto Rico, Rio Piedras",211,,0,,0,,0,,210,,0,,0,,1,,0,,0,
394.0,National U.,208,,0,,0,,0,,0,,0,,0,,0,,0,,208,
395.0,"California State U., Northridge",204,,0,,3,,90,,61,,0,,39,,0,,0,,11,
395.0,U. North Florida,204,,1,,57,,0,,41,,5,,16,,0,,30,,54,
397.0,"U. Massachusetts, Dartmouth",201,,177,,2,,0,,5,,0,,17,,0,,0,,0,
397.0,U. Tampa,201,,0,,0,,0,,40,,0,,10,,0,,0,,151,
399.0,Midwestern U.,197,,0,,197,,0,,0,,0,,0,,0,,0,,0,
400.0,Tuskegee U.,194,i,0,i,132,i,5,i,9,i,2,i,9,i,0,i,21,i,16,i
401.0,Northern Illinois U.,193,,25,,58,,11,,21,,14,,33,,0,,22,,9,
402.0,Pacific U.,189,,2,,130,,8,,1,,2,,0,,0,,0,,46,
403.0,"U. Hawaii, Hilo",187,,0,,184,,3,,0,,0,,0,,0,,0,,0,
404.0,New York Institute of Technology,182,,0,,58,,0,,0,,0,,0,,0,,52,,72,
405.0,Reed C.,179,,0,,59,,0,,41,,45,,34,,0,,0,,0,
406.0,U. San Francisco,175,,62,,99,,0,,3,,0,,0,,0,,0,,11,
407.0,Amherst C.,170,,28,,2,,0,,94,,0,,46,,0,,0,,0,
407.0,"U. Nebraska, Omaha",170,,8,,0,,0,,0,,0,,0,,0,,0,,162,
409.0,"California State U., Stanislaus",166,,0,,72,,0,,0,,0,,94,,0,,0,,0,
410.0,U.S. Naval Academy,164,,0,,0,,47,,77,,0,,0,,0,,40,,0,
411.0,St. Olaf C.,163,,16,,21,,6,,75,,6,,0,,0,,0,,39,
412.0,Southeastern Louisiana U.,160,,0,,74,,0,,49,,0,,37,,0,,0,,0,
413.0,Wichita State U.,157,,0,,10,,3,,4,,7,,0,,0,,44,,89,
414.0,"Pennsylvania State U., Behrend",156,,154,,0,,0,,0,,1,,0,,0,,0,,1,
415.0,Davidson C.,152,,0,,15,,5,,1,,0,,131,,0,,0,,0,
415.0,Stephen F. Austin State U.,152,,0,,78,,0,,48,,0,,11,,0,,0,,15,
417.0,South Dakota School of Mines and Technology,151,,0,,0,,0,,24,,0,,0,,0,,127,,0,
418.0,U. Northern Colorado,150,,0,,138,,0,,10,,0,,2,,0,,0,,0,
419.0,Middle Tennessee State U.,149,,0,,0,,0,,0,,0,,0,,0,,40,,109,
419.0,Milwaukee School of Engineering,149,,0,,57,,0,,0,,0,,0,,0,,92,,0,
421.0,Hofstra U.,145,,0,,36,,0,,20,,0,,46,,0,,0,,43,
421.0,MGH Institute of Health Professions,145,,0,,145,,0,,0,,0,,0,,0,,0,,0,
423.0,Oberlin C.,143,,96,,0,,0,,18,,29,,0,,0,,0,,0,
424.0,U. Hartford,138,,0,,19,,0,,0,,0,,24,,0,,32,,63,
425.0,Coastal Carolina U.,137,,51,,0,,0,,0,,0,,4,,0,,0,,82,
426.0,Mercer U.,134,,0,,132,,0,,0,,0,,0,,2,,0,,0,
427.0,McNeese State U.,130,,0,,119,,0,,10,,0,,1,,0,,0,,0,
428.0,Sam Houston State U.,129,,0,,14,,45,,54,,16,,0,,0,,0,,0,
429.0,"California State U., San Marcos",128,,5,,100,,0,,0,,0,,23,,0,,0,,0,
429.0,Georgia Southern U.,128,,6,,113,,5,,0,,3,,1,,0,,0,,0,
431.0,"U. Tennessee, Chattanooga",127,,0,,35,,40,,0,,29,,1,,0,,21,,1,
432.0,"California State U., Los Angeles",125,,0,,1,,0,,15,,0,,24,,0,,58,,27,
432.0,Clark Atlanta U.,125,,0,,125,,0,,0,,0,,0,,0,,0,,0,
432.0,"Pennsylvania State U., Harrisburg",125,,0,,0,,0,,0,,0,,94,,0,,31,,0,
432.0,Quinnipiac U.,125,i,0,i,44,i,3,i,14,i,3,i,13,i,0,i,9,i,39,i
436.0,"CUNY, C. Staten Island",124,,0,,0,,14,,101,,0,,9,,0,,0,,0,
437.0,Morehead State U.,123,,36,,30,,0,,53,,0,,0,,0,,2,,2,
438.0,Idaho State U.,120,,27,,81,,0,,12,,0,,0,,0,,0,,0,
439.0,Ithaca C.,117,,6,,44,,0,,67,,0,,0,,0,,0,,0,
440.0,Montclair State U.,116,,0,,4,,0,,0,,0,,0,,0,,0,,112,
441.0,Washington and Lee U.,114,,48,,31,,9,,0,,0,,20,,0,,0,,6,
442.0,Siena C.,112,,0,,1,,0,,40,,0,,0,,0,,0,,71,
443.0,Morgan State U.,108,,0,,0,,88,,0,,0,,0,,0,,20,,0,
443.0,"U. Texas, Brownsville",108,,0,,11,,0,,46,,0,,51,,0,,0,,0,
445.0,Fayetteville State U.,101,,0,,0,,0,,0,,0,,0,,0,,0,,101,
446.0,St. Edward's U.,100,,0,,0,,0,,0,,0,,0,,0,,0,,100,
447.0,Elon U.,97,,0,,0,,0,,89,,0,,8,,0,,0,,0,
447.0,Hobart and William Smith Colleges,97,,22,,0,,0,,44,,4,,0,,27,,0,,0,
449.0,"CUNY, Brooklyn C.",96,,2,,31,,0,,30,,6,,0,,21,,0,,6,
450.0,Christopher Newport U.,95,,5,,2,,0,,7,,0,,10,,0,,0,,71,
450.0,"Palmer C. of Chiropractic, Davenport",95,,0,,95,,0,,0,,0,,0,,0,,0,,0,
452.0,Dillard U.,91,,0,,0,,0,,0,,0,,91,,0,,0,,0,
453.0,Macalester C.,90,,24,,22,,0,,10,,0,,0,,0,,0,,34,
454.0,Franklin W. Olin C. of Engineering,88,,0,,0,,0,,0,,0,,0,,0,,88,,0,
455.0,West Texas A&M U.,86,,0,,7,,0,,28,,0,,0,,0,,0,,51,
456.0,"California State Polytechnic U., Pomona",84,,14,,24,,1,,0,,0,,5,,0,,10,,30,
457.0,"U. North Carolina, Asheville",82,,31,,36,,4,,0,,1,,5,,0,,0,,5,
458.0,"California State U., Monterey Bay",80,,78,,0,,0,,0,,0,,2,,0,,0,,0,
459.0,Northern Kentucky U.,79,,0,,3,,0,,27,,0,,1,,0,,0,,48,
460.0,Roger Williams U.,76,,6,,0,,0,,0,,0,,0,,0,,0,,70,
460.0,"U. Arkansas, Pine Bluff",76,,0,,69,,0,,0,,0,,3,,4,,0,,0,
462.0,U.S. Air Force Academy,75,,0,,3,,0,,0,,0,,22,,0,,44,,6,
463.0,Eastern Washington U.,72,,0,,4,,0,,0,,0,,68,,0,,0,,0,
464.0,U. Houston-Downtown,71,,0,,19,,4,,33,,6,,8,,0,,0,,1,
465.0,U. of the Incarnate Word,68,,0,,33,,0,,35,,0,,0,,0,,0,,0,
466.0,Murray State U.,65,,0,,65,,0,,0,,0,,0,,0,,0,,0,
466.0,Norwich U.,65,,0,,0,,0,,0,,0,,35,,0,,16,,14,
468.0,"U. Minnesota, Morris",63,,0,,0,,11,,0,,0,,50,,0,,0,,2,
469.0,Eastern Michigan U.,62,,0,,60,,0,,0,,0,,0,,0,,0,,2,
470.0,Pittsburg State U.,61,,0,,11,,0,,0,,0,,0,,0,,50,,0,
470.0,"St. John's U., Manhattan",61,,0,,12,,5,,20,,24,,0,,0,,0,,0,
470.0,"Union C., Schenectady",61,,33,,4,,5,,16,,0,,0,,0,,1,,2,
473.0,Claflin U.,60,,0,,0,,4,,0,,0,,5,,0,,0,,51,
473.0,Prairie View A&M U.,60,,0,,0,,0,,35,,25,,0,,0,,0,,0,
473.0,U. Northern Iowa,60,,0,,26,,0,,22,,0,,2,,0,,0,,10,
476.0,Indiana State U.,59,,0,,59,,0,,0,,0,,0,,0,,0,,0,
477.0,Connecticut C.,56,,0,,46,,0,,0,,0,,10,,0,,0,,0,
477.0,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",56,,0,,56,,0,,0,,0,,0,,0,,0,,0,
479.0,"U. Louisiana, Monroe",55,,0,,55,,0,,0,,0,,0,,0,,0,,0,
480.0,Alcorn State U.,52,,0,,51,,0,,0,,0,,1,,0,,0,,0,
480.0,Middlebury C.,52,,0,,0,,0,,21,,0,,15,,0,,0,,16,
480.0,Nicholls State U.,52,,0,,51,,0,,1,,0,,0,,0,,0,,0,
480.0,Rhode Island School of Design,52,,0,,0,,0,,0,,0,,0,,0,,3,,49,
484.0,"U. Nebraska, Kearney",51,,0,,0,,1,,5,,0,,1,,0,,0,,44,
485.0,East Central U.,50,,0,,50,,0,,0,,0,,0,,0,,0,,0,
485.0,Heidelberg U.,50,,50,,0,,0,,0,,0,,0,,0,,0,,0,
485.0,Mount Holyoke C.,50,,0,,2,,21,,26,,1,,0,,0,,0,,0,
488.0,U. Houston-Clear Lake,48,,3,,3,,0,,37,,0,,0,,0,,0,,5,
489.0,Colgate U.,47,,0,,13,,10,,14,,0,,0,,0,,0,,10,
489.0,Edward Via C. of Osteopathic Medicine,47,,0,,47,,0,,0,,0,,0,,0,,0,,0,
491.0,Seattle Pacific U.,46,,0,,41,,0,,5,,0,,0,,0,,0,,0,
492.0,"U. South Florida, Saint Petersburg",44,,0,,0,,0,,0,,28,,0,,0,,0,,16,
493.0,Albany C. of Pharmacy and Health Sciences,43,,0,,43,,0,,0,,0,,0,,0,,0,,0,
493.0,Central Washington U.,43,,0,,0,,0,,0,,13,,0,,0,,0,,30,
495.0,Bates C.,42,,29,,1,,0,,0,,0,,12,,0,,0,,0,
496.0,Providence C.,41,,0,,1,,0,,7,,33,,0,,0,,0,,0,
496.0,Stockton U.,41,,0,,41,,0,,0,,0,,0,,0,,0,,0,
498.0,"SUNY, C. Brockport",40,,0,,37,,0,,0,,0,,0,,3,,0,,0,
498.0,"U. South Carolina, Beaufort",40,,0,,30,,10,,0,,0,,0,,0,,0,,0,
498.0,U. Wisconsin-Green Bay,40,,6,i,11,i,0,i,3,i,1,i,4,i,0,i,4,i,11,i
501.0,Florida A&M U.,39,,0,,22,,0,,0,,5,,0,,0,,0,,12,
501.0,New England C. of Optometry,39,,0,,39,,0,,0,,0,,0,,0,,0,,0,
501.0,"U. Alaska, Southeast",39,,0,,0,,0,,0,,0,,0,,39,,0,,0,
504.0,"California State U., Chico",37,,0,,20,,0,,0,,0,,0,,0,,17,,0,
504.0,"California State U., San Bernardino",37,,0,,0,,22,,0,,0,,15,,0,,0,,0,
504.0,U. Central Arkansas,37,,0,,2,,3,,7,,0,,2,,0,,0,,23,
507.0,U. Redlands,34,,34,,0,,0,,0,,0,,0,,0,,0,,0,
508.0,"CUNY, City C.",33,,0,,8,,5,,2,,0,,0,,0,,18,,0,
508.0,West Chester U. Pennsylvania,33,,0,,0,,13,,7,,8,,0,,0,,0,,5,
510.0,"CUNY, Baruch C.",31,,0,,15,,0,,0,,0,,6,,0,,0,,10,
510.0,"Purdue U., North Central",31,,0,,0,,2,,8,,0,,0,,0,,0,,21,
512.0,Maine Maritime Academy,30,,7,i,0,i,0,i,0,i,0,i,0,i,0,i,7,i,16,i
513.0,Tennessee Technological U.,29,,0,,6,,0,,23,,0,,0,,0,,0,,0,
514.0,U. Detroit Mercy,28,,0,,0,,0,,0,,0,,0,,0,,28,,0,
515.0,Keck Graduate Institute,26,,0,,26,,0,,0,,0,,0,,0,,0,,0,
515.0,Norfolk State U.,26,,0,,26,,0,,0,,0,,0,,0,,0,,0,
515.0,U. Wisconsin-Platteville,26,i,3,i,7,i,0,i,2,i,1,i,1,i,0,i,4,i,8,i
518.0,Barry U.,25,,0,,11,,0,,0,,0,,0,,0,,0,,14,
519.0,Keene State C.,24,,5,,0,,0,,0,,0,,0,,0,,19,,0,
519.0,Rider U.,24,,15,,2,,5,,0,,0,,0,,0,,0,,2,
519.0,Tennessee State U.,24,,0,,20,,0,,0,,4,,0,,0,,0,,0,
522.0,"Arkansas State U., Jonesboro",23,,0,,13,,0,,5,,0,,0,,0,,5,,0,
522.0,Central Connecticut State U.,23,,0,,3,,0,,16,,0,,4,,0,,0,,0,
524.0,U. of Mary Washington,20,,0,,1,,0,,0,,0,,6,,0,,0,,13,
525.0,"Minnesota State U., Mankato",15,,5,,0,,0,,0,,0,,0,,0,,0,,10,
526.0,Hawaii Pacific U.,14,,11,,3,,0,,0,,0,,0,,0,,0,,0,
527.0,Embry-Riddle Aeronautical U.,13,,0,,0,,0,,0,,0,,0,,0,,13,,0,
527.0,Salus U.,13,,0,,13,,0,,0,,0,,0,,0,,0,,0,
527.0,U. West Georgia,13,,0,,5,,8,,0,,0,,0,,0,,0,,0,
530.0,U. Guam,12,,0,,0,,0,,0,,0,,0,,0,,0,,12,
530.0,Wiley C.,12,,0,,0,,5,,0,,0,,7,,0,,0,,0,
532.0,Missouri State U.,11,,0,,0,,0,,0,,0,,11,,0,,0,,0,
533.0,Kean U.,10,,0,,0,,0,,0,,0,,10,,0,,0,,0,
534.0,"U. Alabama, Huntsville",9,,1,,1,,0,,0,,0,,0,,0,,0,,7,
535.0,"CUNY, Medgar Evers C.",8,,0,,0,,0,,0,,0,,0,,0,,0,,8,
535.0,Lake Superior State U.,8,,0,,8,,0,,0,,0,,0,,0,,0,,0,
537.0,Air Force Institute of Technology,6,,0,,0,,6,,0,,0,,0,,0,,0,,0,
537.0,Augsburg C.,6,,0,,6,,0,,0,,0,,0,,0,,0,,0,
537.0,"CUNY, Lehman C.",6,,0,,0,,0,,0,,0,,6,,0,,0,,0,
537.0,Eastern Kentucky U.,6,,0,,0,,0,,4,,0,,0,,0,,0,,2,
537.0,Marist C.,6,,0,,0,,6,,0,,0,,0,,0,,0,,0,
537.0,New Mexico Institute of Mining and Technology,6,,0,,0,,0,,0,,0,,0,,0,,6,,0,
543.0,Delaware State U.,5,,0,,0,,0,,5,,0,,0,,0,,0,,0,
543.0,Savannah State U.,5,,0,,1,,0,,4,,0,,0,,0,,0,,0,
543.0,"U. Maryland, Eastern Shore",5,,0,,5,,0,,0,,0,,0,,0,,0,,0,
543.0,Winthrop U.,5,,0,,0,,0,,0,,0,,0,,0,,0,,5,
547.0,Azusa Pacific U.,4,,0,,0,,0,,0,,0,,4,,0,,0,,0,
547.0,"CUNY, York C.",4,,0,,0,,4,,0,,0,,0,,0,,0,,0,
547.0,"SUNY, C. Plattsburgh",4,,0,,0,,0,,4,,0,,0,,0,,0,,0,
550.0,"U. South Florida, Sarasota-Manatee",3,,0,,0,,0,,0,,0,,0,,0,,0,,3,
551.0,"Augustana C., Sioux Falls",2,,0,,0,,0,,0,,0,,0,,0,,0,,2,
551.0,Black Hills State U.,2,,0,,0,,0,,0,,0,,0,,0,,0,,2,
551.0,"California State U., Bakersfield",2,,0,,0,,0,,2,,0,,0,,0,,0,,0,
551.0,Doane C.,2,,0,,0,,0,,2,,0,,0,,0,,0,,0,
551.0,Kentucky State U.,2,,0,,0,,2,,0,,0,,0,,0,,0,,0,
551.0,U. Wisconsin-La Crosse,2,,1,,1,,0,,0,,0,,0,,0,,0,,0,
557.0,Sonoma State U.,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,
557.0,"SUNY, C. of Optometry",1,,0,,1,,0,,0,,0,,0,,0,,0,,0,
