"Vehicle-miles8, total (millions)","2,143","1,883","2,287","3,242","3,468","3,550","3,082","3,201","3,347","3,500","3,605","3,735","3,855","3,915","3,972","4,054","4,127","4,238","4,375","4,475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motor bus,"1,576","1,409","1,677","2,130","2,162","2,184","1,813","1,849","1,904","1,985","2,041","2,104","2,156","2,177","2,169","2,192","2,214","2,241","2,272","2,285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy rail,391,407,385,537,532,537,543,558,566,578,595,608,621,630,642,646,652,657,674,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light rail,75,34,18,24,34,35,37,41,43,48,52,54,61,64,67,69,74,84,88,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trolley bus,101,33,13,14,14,14,14,14,14,14,15,13,14,14,13,13,12,11,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand responsive,U ,U ,U ,306,464,507,363,410,469,494,532,578,613,640,651,683,708,752,803,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferryboata,U ,U ,2,2,2,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commuter rail,U ,U ,179,213,231,238,242,251,259,266,271,277,284,286,295,303,315,325,337,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otherb,U ,U ,13.4,16.3,29.5,34.2,67.7,77.0,89.8,112.2,96.8,99.5,103.9,100.8,130.7,144.3,149.3,163,187,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unlinked passenger trips9, total (millions)","9,395","7,332","8,567","8,799","7,949","7,763","7,565","7,982","8,115","8,523","8,720","9,008","9,018","8,876","8,937","9,176","9,379","9,948","10,257","10,134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motor bus,"6,425","5,034","5,837","5,677","4,871","4,848","4,506","4,602","4,754","4,992","5,040","5,215","5,269","5,146","5,094","5,227","5,274","5,278","5,448","5,359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy rail,"1,850","1,881","2,108","2,346","2,169","2,033","2,157","2,429","2,393","2,521","2,632","2,728","2,688","2,668","2,748","2,808","2,927","3,460","3,547","3,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light rail,463,235,133,175,284,251,259,259,273,289,316,334,337,338,350,381,407,418,451,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trolley bus,657,182,142,126,118,119,117,121,117,120,122,119,116,109,106,107,100,97,101,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand responsive,U ,U ,U ,68,88,88,55,88,66,69,73,77,79,82,83,87,88,91,96,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferryboata,U ,U ,63,50,47,47,43,42,48,50,47,48,50,60,57,59,56,61,62,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commuter rail,U ,U ,280,328,339,344,352,357,381,396,413,418,414,410,414,423,441,458,471,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otherb,U ,U ,4,29,33,33,76,83,84,88,76,69,65,65,85,85,86,84,81,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Passenger-miles10, total (millions)",U ,U ,"39,854","41,143","39,585","39,808","38,984","40,180","41,605","43,279","45,100","46,508","46,096","45,677","46,546","47,125","49,504","51,873","53,712","53,898",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motor bus,U ,U ,"21,790","20,981","18,832","18,818","16,802","17,509","17,874","18,684","18,807","19,583","19,679","19,179","18,921","19,425","20,390","20,388","21,198","21,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy rail,U ,U ,"10,558","11,475","10,668","10,559","11,530","12,056","12,284","12,902","13,844","14,178","13,663","13,606","14,354","14,418","14,721","16,138","16,850","16,805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light rail,U ,U ,381,571,833,860,955,"1,024","1,115","1,190","1,339","1,427","1,432","1,476","1,576","1,700","1,866","1,930","2,081","2,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trolley bus,U ,U ,219,193,187,187,184,189,182,186,192,187,188,176,173,173,164,156,161,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand responsive,U ,U ,N,431,577,607,391,531,513,559,588,626,651,689,704,738,753,778,844,881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferryboata,U ,U ,N,286,260,260,255,254,280,295,298,295,301,367,357,359,360,381,390,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commuter rail,U ,U ,"6,516","7,082","7,996","8,244","8,350","8,037","8,702","8,764","9,400","9,544","9,500","9,555","9,715","9,470","10,359","11,137","11,032","11,129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otherb,U ,U ,390,124,232,273,516,579,654,699,632,668,683,629,745,842,891,966,"1,156","1,254",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Average trip length11, all modes (miles)",U ,U ,4.7,4.7,5.0,5.1,5.2,5.0,5.1,5.1,5.2,5.2,5.1,5.1,5.2,5.1,5.3,5.2,5.2,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motor bus,U ,U ,3.7,3.7,3.9,3.9,3.7,3.8,3.8,3.7,3.7,3.8,3.7,3.7,3.7,3.7,3.9,3.9,3.9,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy rail,U ,U ,5.0,4.9,4.9,5.2,5.3,5.0,5.1,5.1,5.3,5.2,5.1,5.1,5.2,5.1,5.0,4.7,4.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light rail,U ,U ,2.9,3.3,2.9,3.4,3.7,3.9,4.1,4.1,4.2,4.3,4.3,4.4,4.5,4.5,4.6,4.6,4.6,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trolley bus,U ,U ,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand responsive,U ,U ,U ,6.3,6.6,6.9,7.2,6.0,7.8,8.1,8.0,8.2,8.3,8.4,8.5,8.5,8.5,8.5,8.8,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferryboata,U ,U ,U ,U ,5.7,6.0,5.9,6.0,5.8,6.0,6.3,6.1,6.0,6.1,6.2,6.1,6.4,6.2,6.3,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commuter rail,U ,U ,23.3,21.6,23.6,24.0,23.7,22.5,22.9,22.1,22.8,22.8,22.9,23.3,23.5,22.4,23.5,24.3,23.4,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanpool,U ,U ,U ,U ,32.4,35.0,34.6,33.2,36.5,34.4,34.6,38.4,37.2,33.1,30.8,33.9,33.7,34.6,33.2,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otherg,U ,U ,5.8,5.2,0.5,0.7,3.6,3.6,3.7,3.8,3.5,3.7,4.3,3.6,4.1,3.8,3.1,3.0,3.2,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Average vehicle speed12, all modes (miles per hour)",U ,U ,U ,U ,14.7,15.0,14.9,14.9,15.2,14.9,14.7,14.7,14.8,14.7,14.6,14.8,14.7,14.0,14.9,(P) 14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motor bus,U ,U ,U ,U ,13.0,13.0,13.1,13.0,13.0,12.9,12.8,12.8,12.8,12.7,12.6,12.7,12.6,12.6,12.6,(P) 12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy rail,U ,U ,U ,U ,20.7,21.0,20.7,20.7,20.5,20.5,20.4,20.4,20.2,20.6,20.4,20.0,20.0,20.1,20.2,(P) 20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light rail,U ,U ,U ,U ,14.4,14.0,14.1,15.5,15.7,15.4,15.3,15.1,15.3,15.7,15.5,14.9,14.7,15.1,15.0,(P) 15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trolley bus,U ,U ,U ,U ,8.2,8.0,7.7,7.4,7.7,7.6,7.3,7.1,7.4,7.4,7.9,7.4,7.4,7.2,7.2,(P) 7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand responsive,U ,U ,U ,U ,14.0,15.0,14.7,15.3,16.5,14.7,14.7,14.5,14.7,14.5,14.4,14.7,14.6,12.1,14.6,(P) 14.3,,,,,,,,,,,,,,,,,,,8.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferryboata,U ,U ,U ,U ,8.4,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.3,8.7,8.4,8.3,9.1,9.7,9.8,(P) 9.3,,,,,,,,,,,,,,,,,,,5.7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commuter rail,U ,U ,U ,U ,33.8,34.0,33.1,33.8,31.8,32.9,28.5,31.6,31.7,31.7,31.5,31.6,31.4,31.4,31.2,(P) 31.2,,,,,,,,,,,,,,,,,,,14.1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanpool,U ,U ,U ,U ,32.6,35.0,37.0,36.0,37.0,38.0,31.0,38.8,38.2,32.7,37.6,38.1,38.3,38.8,39.5,(P) 40.1,,,,,,,,,,,,,,,,,,,14.1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otherg,U ,U ,U ,U ,5.7,6.0,17.6,16.5,18.5,21.1,16.9,21.3,20.8,18.0,20.0,21.8,22.5,15.4,16.5,(P) 14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Energy consumption, diesel13, total (million gallons)",208,271,431,651,678,678,535,539,560,576,591,596,674,555,544,532,545,537,536,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motor bus,U ,U ,U ,563,565,564,466,463,468,477,490,492,469,443,443,427,438,426,436,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy rail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light rail,NA,NA,NA,NA,NA,NA,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trolley bus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand responsive,U,U,U,15,30,29,6,7,10,11,13,15,14,26,17,18,18,17,18,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferryboata,U,U,U,20,21,22,20,21,21,23,25,25,25,26,25,25,24,28,26,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commuter rail,U,U,U,53,62,63,43,48,62,65,63,64,165,60,59,62,64,66,54,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otherb,U,U,U,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Energy consumption, other14, total (million gallons)",192,(R) 68,(R) 11,33,65,71,37,45,51,56,67,79,100,105,115,123,141,137,144,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gasoline and other nondiesel fuelsh,192,68,11,33,60,61,25,26,22,21,24,26,35,26,28,29,31,29,31,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compressed natural gas,U,U,U,U,5,11,11,19,29,35,44,53,66,79,87,94,111,108,113,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Energy consumption, electric power15, total (million kWh)","2,908","2,561","2,446","4,837","5,081","5,068","4,923","4,908","4,962","5,126","5,382","5,485","5,529","5,508","5,657","5,765","5,770","6,216","6,337","6,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motor bus,NA,NA,NA,NA,NA,NA,Z,Z,Z,Z,Z,Z,3,1,2,1,1,1,Z,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy rail,"2,098","2,261",U ,"3,284","3,431","3,401","3,332","3,253","3,280","3,384","3,549","3,646","3,683","3,632","3,684","3,752","3,692","3,800","3,881","3,886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light rail,393,157,U ,239,282,288,319,360,376,408,450,476,503,500,537,554,605,654,682,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trolley bus,417,143,U ,69,103,100,69,78,74,75,77,74,73,69,68,67,62,61,62,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand responsive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Z,Z,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferryboata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commuter rail,U ,U ,U ,"1,226","1,244","1,253","1,186","1,202","1,216","1,241","1,288","1,272","1,252","1,288","1,350","1,375","1,393","1,683","1,694","1,780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otherb,U ,U ,U ,19,21,26,16,15,15,16,16,16,16,17,17,16,16,16,17,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFETYi,1960,1970,1980,1990,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fatalities, all modes16",U ,U ,U ,339,320,274,264,275,286,299,295,267,280,234,248,236,227,(R) 288,(R) 240,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transit highway-rail grade crossing fatalitiesj, 17",U ,U ,U ,U ,U ,17,7,12,26,21,20,13,24,21,29,23,21,(R) 27,(R) 26,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other transit fatalities,U ,U ,U ,U ,U ,257,257,263,260,278,275,254,256,213,219,213,206,(R) 261,(R) 214,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Injured persons, all modesk, 16",U ,U ,U ,"54,556","58,193","57,196","55,288","56,132","55,990","55,325","56,697","53,945","19,260","18,235","18,982","18,131","19,238","20,944","25,584","24,686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transit highway-rail grade crossing injuriesj, 17",U ,U ,U ,U ,U ,195,184,126,58,159,123,74,108,117,153,194,172,224,308,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
